Virus,taxonomy,vir.class,Host genome,Host taxonomy,Main method,Confidence score,Additional methods,d,p,c,o,f,g,s,lifestyle
M_S12C4561,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,82.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
M_S12C4561,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR17L-nonMP.12.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,79.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
M_S12C4561,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,77.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
M_S12C607,Caudoviricetes_unclassified_family,Caudoviricetes,M-YL4-MP.17.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__,iPHoP-RF,86.7,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Afipia,s__,virulent
M_S12C6555,Caudoviricetes_unclassified_family,Caudoviricetes,S-IN2-W.10.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,82.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
M_S12C6555,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12I-W.6.semibin.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,81.9,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
M_S12C6555,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-MP.4.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,80.8,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
M_S12C6555,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-nonMP.11.semibin.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,78,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
M_S12C6555,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12I-MP.1.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,77.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
M_S12C6555,Caudoviricetes_unclassified_family,Caudoviricetes,A-TSR1-W.10.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,77.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
M_S12C715_1,Peduoviridae,Caudoviricetes,A-IN2-nonMP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,96.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
M_S12C715_1,Peduoviridae,Caudoviricetes,A-DB2-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
M_S12C715_1,Peduoviridae,Caudoviricetes,S-YL4-nonMP.6.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
M_S12C715_1,Peduoviridae,Caudoviricetes,A-TN6-nonMP.10.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,95.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
M_S12C715_1,Peduoviridae,Caudoviricetes,A-TC2-nonMP.3.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,95.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
M_S12C715_1,Peduoviridae,Caudoviricetes,M-TN6-nonMP.1.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,95.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,virulent
M_S12C7904,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL2-MP.30.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__,iPHoP-RF,79.8,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__,temperate
M_S12C863,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,86.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
M_S12C863,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,84.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
M_S12C863,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,76.6,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,temperate
M_S13C11901,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C11901,Caudoviricetes_unclassified_family,Caudoviricetes,S-TC2-nonMP.18.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C11901,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,91.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C11901,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,88.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR17L-nonMP.3.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,A-DB2-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,91.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,A-TC2-nonMP.3.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,90.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,F-KN5-MP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,88.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,S-YL4-nonMP.6.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,88.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12D-MP.20.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__,iPHoP-RF,88.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pseudoduganella,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,A-IN2-nonMP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,85.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12B-nonMP.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,84.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-MP.5.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,78.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12B-MP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__,iPHoP-RF,78,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pseudoduganella,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,M-TC2-nonMP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,77.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR17L-nonMP.8.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,77.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C1328,Caudoviricetes_unclassified_family,Caudoviricetes,M-KN5-nonMP.32.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,75.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C15930,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C15930,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C15930,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,94.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C15930,Caudoviricetes_unclassified_family,Caudoviricetes,S-TC2-nonMP.18.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,94.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C15930,Caudoviricetes_unclassified_family,Caudoviricetes,M-PR7-nonMP.9.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,93.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C15930,Caudoviricetes_unclassified_family,Caudoviricetes,S-TSR1-nonMP.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,85.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C15930,Caudoviricetes_unclassified_family,Caudoviricetes,A-TC2-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,80,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C15930,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR17L-nonMP.21.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__,iPHoP-RF,80,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_A,s__,virulent
M_S13C17221,Caudoviricetes_unclassified_family,Caudoviricetes,S-TN6-nonMP.38.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,85.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C17221,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL2-MP.9.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,76.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C17221,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.6.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,76.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C2127,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,91.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C2127,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,89.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C2127,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-MP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,85.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C2127,Caudoviricetes_unclassified_family,Caudoviricetes,S-TSR1-nonMP.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,85.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C2127,Caudoviricetes_unclassified_family,Caudoviricetes,S-TC2-nonMP.18.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,iPHoP-RF,83.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__,virulent
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,M-TC2-nonMP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR17L-nonMP.8.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,M-KN5-nonMP.32.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,95.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-MP.5.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,94.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,F-KN5-MP.3.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,94.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,M-TSR1-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,92.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,A-TC2-nonMP.3.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,91.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR17L-nonMP.3.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,90.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12B-nonMP.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,90.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR19I-MP.33.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__,iPHoP-RF,89.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,A-IN2-nonMP.14.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__,iPHoP-RF,84.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Janthinobacterium,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12-MP.4.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__,iPHoP-RF,82.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Duganella,s__,temperate
M_S13C22544,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12B-MP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__,iPHoP-RF,81.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pseudoduganella,s__,temperate
